reviews.text,Evaluation
"We stayed for 2 weeks in December,2014. If I reviewed this prior, I had tried to be positive but due to the lack of follow up by the management at this location, Corporate after sending a certified letter and supposedly a Regional Manager that was to contact me I no longer care to be nice about our trip. The truth: I totally agree with anyone that says: ROACHES, ROACHES, ROACHES, ROACHES,ROACHES,ROACHES,ROACHES,ROACHES EVERYWHERE !!! In the kitchen(stove,frig), in the toilet, tub, sink, coming out of electrical outlets ! The critters have been there and although they sprayed (twice) it must be so infested throughout the place as obviously the problem still exists into 2015. This location caters to long-term live-ins rather than the vacationing or transit clientele. Our entire bill should have been refunded instead of a token portion. We were offered another room which we turned down not knowing what else we might run into. My husband I will never stay at this location again--we're done.Hi, Laura. We're sorry to hear that you, too, had some insect issues. We are an extended stay hotel and we do have guests who stay for long periods of time and that prepare food in their rooms but that is not an excuse for why this may have happened. We will continue to monitor for and treat any bugs we find and we appreciate you sharing with us that you had an issue.",Bad
"I understand these cabins are 75 years old so I didn't expect to walk into a 5 star facility but I did expect it to be clean, even somewhat clean would have been nice. The shower had not been cleaned AT ALL, the commode was not flushed, one bed had hair in it, the other bed had dirt in it,... More",Bad
I had made reservations 4 months in advance and had it held on my card because I had a conference going on and booked guests for conference her. When I check my reservation I find out the manager of the hotel cancelled my hotels without warning because of an Indian wedding! I called in order to find out why and... More,Bad
This motel should be condemned it is the nastiest motel i have ever had the dissatisfaction of staying in. I was given room 11 it smelled like pee and stagnant beer and it was filthy with pubic hair in the sink and floor there was cockroach and hatched egg sacks on the edges of the walls. I tried to use... More,Bad
"My sister and I booked a room at the Ritz-Carlton in July 2016 for October 29, 2016 when we would be in town for a concert. This was going to be a real treat to spend 400 on a hotel room, but it turned into...MoreDear Suzanne, I am terribly sorry for your poor experience and appreciate you sharing your concerns. We have been communicating with your sister in law to make amends for the opportunities. Obviously none of this should have occurred. Sincerely,",Bad
"Close to airport but also close to a noisy road. Each day a car alarm went off at least once in parking area next door, plenty of traffic noise. I thought our patio door was cracked or broken letting in so much noise. I looked into changing hotels within hours of arriving. There is nothing extra about this hotel: soda machine outside in parking area. Room was very small. The two of us had a hard time with having a spot to keep suitcase. Not sure what a larger party would do with the space. Fridge and Microwave in room were nice. Breakfast room was small and always crowded but the food was good. My son loved the waffles. We have a beautiful view of the Holiday Inn next door. Not impressed.Dear Beachbum 2330,Thank you for your comments concerning your stay at the Best Western Yacht Harbor Hotel. I appreciate your taking the time to write and hope you will accept my apologies for any inconvenience you experienced from the street noise. ThisWe appreciate your patronage and hope you will stay with us at the Best Western Yacht Harbor Hotel the next time you are in San Diego. I can assure you we will do everything we can to make your stay a comfortable and happy one as we illustrate that what happened to you was an unfortunate exception to our normally high quality of service.Sincerely,Diane RambeauDirector of OperationsBest Western Yacht Harbor Hotel",Bad
We had to stay at the Econo Lodge because everywhere else was fully booked. The room was on the first floor and we had to go through the cranky staircase. There was water leak from the ac on the entire corridor in the first floor....More,Bad
"Yesterday Sunday March 27, I reserved a one bed room for one night and later I upgraded my reservation for a room with two beds because my daughter was coming with us. Now I have been charged for two rooms! I want you to reimburse me my money!",Bad
"I lived in San Diego for a time and wanted to stay downtown for a night. I booked this place because it was the cheapest near downtown. Location was good, but that was it. It was massively overpriced for what I got! Lobby being redone-it's a mess getting anywhere. Room is small and dated. It was clean and quiet though. Breakfast did not taste very good and was in a separate restaurant. I didn't even bother with the pool since it was in the middle of the building, didn't get any sun, extremely small, and right next to the makeshift lobby so every hotel patron could see you.I will spend a little more money next time to stay in a better location and better hotel.Thank you for taking time to review your stay with us at Best Western Plus Bayside Inn during your trip to San Diego. We are thankful for your feedback about our pool and your breakfast experience. Please accept our sincere apologies for any discomfort you experienced during our lobby remodel. We hope to have the opportunity to accommodate you in the future and we invite you to contact the management at the hotel directly should you consider staying with us again or if you would like to provide more details about your stay. Best Regards,Grace GerzenSales Manager",Bad
"Location is the only thing this place has going for it. The door didn't seal, the curtains didn't cover the whole window, the towels were so threadbare you felt like you were using paper towels, and the power outlets were so loose my charger kept falling out. The staff was friendly enough when prompted but didn't go out of their way. I also had to pay a 50 deposit that has not been returned yet.",Bad
"I found this whole place to be a night mare. from advertising a Gym that has since shut down on the website to fast and free Wi Fi which did not work. The over all customer service on the front desk was appauling. The only...MoreHello Adam, I'm sorry that you had this experience. In regards to your experience here at our hotel, I was wondering if it might be possible that you might have mistaken our hotel for another. You mentioned that our gym has since been shut down....More",Bad
"I have to disagree. I think the staff in the hotel lobby were not helpful or friendly at all. A young girl one of the days, didn't seem to care less to help me out with the bus schedule or any kind of help. But the shuttle boys, the bayside bar, and cafe servers in the hotel were AMAZING and helpful though!!!! Thank you to all those guys/gals!!! Ask for Steve if you need a shuttle to/from the airport!! :)Well first off we had a pretty long travel with a bunch of luggage. When we finally got to the hotel.. we got directions to our room (which was on the VERY last block of the hotel.. and 2nd floor) so anyways, we went off to find our room, well the directions we got sucked and we got a little lost, and finally we found it (keep in mind we were lugging around a baby, stroller, carseat, 3 huge luggages, backpack, diaper bag) Oh and not to forget that we had to make two trips up and down the stairs to get all our luggage in. We were sweating bullets when we finally settled in our hotel room. So after a 8 hour travel than getting to our room in tim buck two it was just a diaster!! Ruined my night for sure!! But the room was okay. The view out the balcony was better than what i thought!! A great view of the pool and the garden. And it was cool that we got to sit out on the deck. We had a room in the old building, so it was a little old unsafe feeling i had the entire stay. The beds were pretty comfortable and made nicely. The little fridge was in a cabinet under the TV, which had a little odor in it and sat on a stained shelf. I actually have never experience a Holiday inn as a motel before, but this room made me feel like i was in a motel. I would not stay here again... not unless it was for a cheaper price than what i paid. If i wanted a motel feel like room.. i would of stayed at Days Inn for half the price!Dear Kristen386, Thank you for your stay with us and leaving feedback. We are pleased you liked the location of our hotel as well as the view from your room. We take our guest comments very seriously and always strive to provide comfortable and friendly accommodations. Were sorry you received service and room conditions which fell below your expectations. I appreciate your feedback as this is our best resource for improving guest services. We hope you give us a chance in the future to show you how great our hotel is.If there is anything we can do to make your next stay more comfortable, please do not hesitate to ask the Manager on Duty.Sincerely,Jaime WCase ManagerIHGCare",Bad
"Trying to navigate that area of San Diego is very confusing, when it says near I am thinking on the same side not over the freeway down some other side street. I guess I was hoping for Next to Qualcomm instead. Well the room looked like I walked into a bad 70's movie, green and orange decor, very stained carpet and flying insects. The room was in need of some serious updating. They tried to make it look fancy with a bed runner. Luckily the bathroom had been updated, it was safe to take a shower. Too bad it didn't match the rest of the room.",Bad
"We have stayed here 4 nights and its a very basic hotel. It is overly priced even 4th night was free. I dont mind spending some extra money if hotel was worth it. No added amenities, just a small room, leaking sink, and no ocean view. The Sheraton hotel nearby appears to be much nicer. The only thing that I liked was location.",Bad
"Everything was good until we received our bill. We confirmed our reservation on the phone before arrival at 107 a night. At check in, we were told to initial next to our room rate of 107 a night. On departure date we discover there is a charge of 125 for the second night. We asked to see the card we signed when we arrived and it certainly did have 107 next to our initials in the top right hand corner, but over to the left in small print it said 125 for second night. So, here is another scam we must all be aware of, and worse, the person at the desk just turned his head away and said sorry about that. Actually, sorry about that right back to you, because we will never stay at a Homewood Suites again with such deceptive trickery. If you are still thinking of staying here, be aware that one side of the hotel faces Interstate I 4 and is extremely noisy.Hello rtwo dThank you for taking the time to share your experience with us. First and foremost, I'm glad that you enjoyed your stay. However, I'm also glad that you shared your concerns in this review. I have to apologize for the billing issues. Please know that we in no way participate/promote scams or any type of deception to our guests. We all make sure to inform all of our guests about rate changes when we make reservations and also during the check in process. Now, we will all make sure to emphasize this information even more to ensure that no one else has this happen to them. In addition, I hope that you decide to give us another chance in the future. It would be our pleasure to accommodate you and your family again. Take care and hope to see you soon.",Bad
"This used to be my favourite hotel. From now on you're only someone that I used to love. Perhaps they underperformed so dramatically due to a perfect storm of challenging events. It is a holiday weekend, the World Cup is being played in a city full of Immigrants who are all as football (Soccer) mad as I am and to add insult to injury, a major young celebrity is in residence at the hotel. Along with the celebrity has come HORDES of young teenaged girls who have overrun the parking lot, the hotel lobby, the elevator bays AND the hotel BAR! There has been no apparent effort to restrict the access of these obviously non resident children who have been camped out here for days. Hotel guests have been forced to navigate around, over, beside and under them simply to get service. Perhaps due to the nature of the crowd, the usual calm sophistication and unhurried pace of the hotel has vanished and the edges are beginning to show serious wear. There were so many short comings on this trip and far too many opportunities to regret the bill prior to its arrival. A hotel of this purported caliber should never cause one to feel there is a value for money disparity. Your unique selling proposition should be that you are SOOOOO good, I forget how much it costs. While I still hold a particular fondness for the MO- Miami, I have had to draw several uncomplimentary parallels to the much vaunted Ritz Carlton service standards and the Regis' brand of sedateness(stuffiness depending on the POV)and I, for the first time, find the MO outclassed. More's the pity.",Bad
"The HVAC did not work properly leading to both of us having a restless night's sleep. The location was great and the room and layout were also ideal. It is a beautifyl new hotel however, I always sleep through the night even when away from home, and especially after walking over 3 miles at Epcot that day. Was unable to get comfortable, even though I brought my own pillows too. Checked out after one night's stay so would not have another restless night. Expressed our disappointment to the front desk and no alternative was offered, such as moving to another room, or fixing the unit in the existing room. Also, there was no mention of the 100 satsifaction guarantee, so I did pay for the one night.Dear Gary A,I would like to first take this opportunity to apologize for the late reply and to also express my sincerest apologies for not following through on our 100 Hampton guarantee with you during the time of your stay. We ensure all of our guests who come to our property, If you're not satisfied, we don't expect you to pay. I am thoroughly disappointed that we were not able to exhaust another alternative or fix the problem immediately and make your stay more comfortable. I would love to help make this right. If you would so kindly, please send me an email with your full name and the night of your stay at nickhamptonorlando.com so we can take care of you.",Bad
"We pick this place to stay in Anaheim, price is what we can afford and it is clean and comfortable. It is a half mile walk to our destination and an easy walk. We don't have to worry about the high parking rate at the Convention Center.Thank you for your recent stay. Thank you for taking the time to provide us with feedback. We look forward to your next visit to Anaheim.",Bad
Do not reccommend! Poor customer service the last two times I have stayed here. Bed and pillows are old and uncomfortable. Sheets do not fit the bed. Price in crease possible when you check in. Do not expaect great or experienced customer service...fail!,Bad
"TV didn't work for two days, Never left two sets of towels, no bathroom tissue, coffee maker didn't have all the parts, no clock, breakfast yuck, worst orange juice, furniture pcs. missing, everthing needs up dating, breakfast always late, no hot water in AM and bed is bad. So dont spend the 118.00 for all this.Dear Omie07,We apologize for the inconveniences during your stay. We will make notes of everything and share with our team to update the things accordingly. Thank you for your time and thank you for the opportunity to improve. Management",Bad
"I'm not sure why this place gets such good reviews because there are other places in Napa that are so much better, see my other reviews.1. They charge your card before you ever arrive. Not just reserve the money but charge the card. 2. A 72 hour cancellation policy (ridiculous) and they never answer the phones so canceling is impossible anyway. 3. Would not honor Google offers coupon. 4. Blinds do not block the light so your up at 6 whether you like it or not. 5. Noisy street. The only reason this got 2 stars is the room is new and clean but I would never stay here again!",Bad
Ok I know the Motel 6 is suppose to be cheap and economical for lodging. But this goes beyond cheap. The room I was in had a bed on a pedestal but it also had torn weathered box spring showing. The bed was horrible. The cover on the bed was worn and stained. The hot and cold water in the... More,Bad
"Are you desperate for a place to sleep other than your car This place is for you. There is running water, a toilet, a shower stall, and what was at one time a bed. I love to visit Pburg, and because our trip was one of necessity and last minute, there was no room anywhere else in town, so after... More",Bad
"my view may be tainted as having travelled from england to hawaii we suffered rain for the whole five nights of our stay except the afternoon of arrival and the afternoon before departure. I mean heavy rain, so heavy that the sidewalk outside the hotel...More",Bad
Checked in and had to change rooms 4 times...very dissapointed with the facility! The air condition didn't work proper in all 4 rooms period. The rooms were dirty and smelled foul! I talked with the manager in the morning and she basically didn't care or offer any refund. I had to have the agent from bookings.com get me out of... More,Bad
"The front of the hotel looks very nice and we were actually pleasantly surprised when we pulled in the driveway--if only our room in the back had been so nice. It looks like they invested all of the renovation money in the front of the hotel, NOT in the back, where there are quite a few rooms. Aside from the room looking dingy and feeling gross, there was a crack between the doorjam and the actual door that you could peek through into the room if you leaned up to the crack--it was wide enough that the brochures the local eateries were sliding into the door went all the way in easily! The broken mini-fridge was actually propped up with the Bible. There was no way I was going to let my kids stay in this motel, we checked out and went to the Days Inn Airport--which was 5 cheaper a night, and although it was no palace, at least we felt safe and had a clean place to stay! I wish that I had just booked a hotel chain I trust from the beginning instead of trying to save a little money--learn from my mistakes!",Bad
"no light bulbs, locked safe. minnium tv receiption, no response to complaints for three days. called the desk and person that came did not fix TV ,said he would call back. never happened / Went to front desk and reported problems , nothing fixed . At check out , only so sorry",Bad
"My wife and I stayed at this hotel for two nights, arriving on Tuesday 7 October and departing Thursday 9th. I was very disappointed.My reservation for this stay was confirmed in January 2014. It was prepaid, and the charge was posted to my credit card account on 10 January last. I selected the hotel partly for its location, partly because it offered the facilities and amenities I sought, and partly because of good reviews on TripAdvisor.When we arrived at the hotel on 7 October, the lady on the front counter told me the MasterCard I presented was declined, and requested another card. Since I knew there was nothing wrong with my card or account, I stood my ground. Reluctantly she tried again, and succeeded. But that was clearly not her first choice.I told her the reservation was prepaid, which she denied. She said it would be charged to my card. After I got settled in my room I went online and downloaded a copy of my credit card statement for the month of January (showing the charge for this stay), which I showed the front desk lady. Reluctantly she agreed and asked pointedly It has not been charged to your account here, has itOne of the amenities that drove my choice of this hotel was free parking, as advertised on the hotels website. What it does not say is that there are only 40 or 41 spaces, given out on a first come first served basis. When we arrived they had all been given out. Because we were staying two nights I was permitted to park on the street in front of the hotel, rather than off-site (the other option). Neither of those options fits what I understand when a hotel advertises free parking. (I was given access to the hotel's parking area for our second night.)When we reached our room we were very disappointed at its size. There was neither room nor a stand to open two suitcases one case occupied the armchair, leaving only the desk chair for seating. This does not conform with what I expect from a Best Western, let alone a Best Western Plus hotel. And at 161 per night I consider it over-priced, though most hotels of this standard in New Orleans seem to charge around this figure.On both mornings we were at the hotel, when I stepped into the bath to shower there appeared black grime on the bath from my feet this came from the carpet. I complained the first morning and asked that the floor be vacuumed, but the problem was still there the second morning. I consider that the carpet in that room requires a shampoo.Finally, on both mornings when we came to breakfast the four tables provided were all fully used. On the first morning we had our breakfast in the Business Centre on the second morning we waited until other guests left.On the morning of our departure there appeared under the door a statement which, in the light of the initial denial that the reservation was prepaid, could have meant that the hotel had charged the stay to my credit card on the day of my arrival. The lady at the front desk on departure morning clarified that, though I must say bringing a January payment into the hotels account on 7 October seems a strange way to keep books. But the total of this statement exceeded my prepayment by 4.92, and appeared to say this amount was charged to my card on departure. I hope and expect that no attempt is made to recover this amount. A prepaid room is fully prepaid if the hotels charges change between when the stay is prepaid and when the guests arrive, that is the hotels risk. After all, they had my money for nine months. It is not a charge that can legitimately be passed on to the customer.Bruxin,I appreciate you taking time to let us know about the issues you had with the hotel. I am very sorry about the confusion with the prepayment. We just switched out front desk system, and they have been working on it for about a week and a half! The system is not playing well with out credit card swipers causing declines, so we have new ones on order. I have refunded the 4.92 to your credit card. The city implemented a tourism assessment in April causing the difference in your bill. I do heartily apologize for the disappointment in our hotelMelissa AlbertGeneral Managermalbertstcharlesinn.net",Bad
"When my friends and I looked for overnight stays in New Orleans during this years's Jazz festival we were in desperate need for accomodation as we decided to go on the trip last minute. When we explained the management that we needed to stay on a budget as low as possible, preferring to share one room instead of booking two, they deliberately misunderstood us, charging us the room rate for two instead of one. We immediatly realized the mistake and asked to rectify it. The management was then totally unhelpful, refused to rectify and called the police. The police sided with the management, which should not even have been an issue at all right from the start. Any serious and well-led hotel should allow the customers to rectify a booking, particularly since we hadn't even entered the rooms. Do not stay there if you are looking for an honest management and good service!!",Bad
"You can hardly call this a hotel. The neighbourhood is dirty! A lot of homeless people on the streets who make a lot of noise during the night! The rooms are very small, there was no service at all. The showers an dtoilet on the floor, so in the morning you have to wait a while to refresh. During my tour in western States thius was the worst experience! The price FAR to high for what you get!Distance to the town is OK. The only positiv thing on this place if you feel good to walk between the homeless. Bottles, dirt etc...",Bad
"My family are Disney annual passholders so we wanted to drive up for an overnight and get an extra evening in. We decided to stay here because some of the other hotels we normally stay at were booked. I read the reviews re: the parking, so I was prepared. Also ready the reviews re: the bad coffee...nothing still prepared me for the horrible stuff they serve. No hot water for tea either.The room just had a general feel of being old and tired. My eight year old grandson panicked when he went to take a shower. He felt as if he was using towels someone else had used.What was the true kicker was when we left. My daughter-in-law left her makeup bag in the room.When we had left a different Anaheim hotel a few months before, they called immediately because I had left my sunglasses there.No one called her.She arrived home and since we arrived late, didn't notice until she was getting ready for work the next day.She called the hotel. At first they said it wasn't there, then changed their minds and said it was.When the bag arrived a few days later - 1/2 of her makeup was missing! (Naturally, the more expensive makeup.)She called the hotel and asked to speak to the manager. He wasn't available. She asked when. They said he would arrive in the late afternoon and he would call her.No call.She called back. Was told she had just missed the manager and the manager wouldn't be until Monday.She called Monday am. The manager wasn't in. She should call back.She wasn't able to talk to manager until Tuesday -- about 4 days AFTER her first call.The manager denied anything was missing. no comments such as: I'm so sorry...I'll look into it. Just a plain denial.We will never, ever stay here again.",Bad
"When we booked the hotel we requested that we have a view of the space needle When I called the day before we left to confirm our stay the woman I spoke too specifically said she was going to be the one to assign the rooms would make sure we had a view We arrived and while we checked in the front desk man seemed bothered by us. We asked where we pull up for the bell hop to help us with our bags (we were in town for a book signing, so we had boxes of books, table decorations,gifts etc.) Not to mention we were staying for a week so we had quite a few bags. We were told",Bad
"I reserved a room a week in advance, knowing a motel is usually not great accommodations but we were just passing thru during the longest yard sale. I was quoted 50 over the phone and given our room numbers as a confirmation number and she...More",Bad
"I took my 2 adult daughters with me for a girls weekend in May. We had a lovely weekend at this beautiful hotel BUT...the minute I arrived at the hotel, I put my jewelry portfolio in the safe of my hotel room. I never took...MoreDear tedm917, Thank you for staying with us at Hotel Emma, and for your feedback. After being notified of your missing items, we followed all internal processes and filed a claim with our insurance company. Their investigation determined that the hotel was not at fault,...More",Bad
"They literally could not pay me to stay here again.Rewind 24 hours ago...check in seems fine. The place has a musty smell and everything is extremely run down - but okay, fine, its one night. Go to an elevator behind the diner. The elevator is barely in service. There is a blinking neon sign that reminds you that this is definitely not a 4 star hotel. The walls and carpets are drab/dark and the lighting is dim.First room we go in, okay seems fine, upon further inspection a GIGANTIC hole in the wall. Called the front desk and they could not have seemed more apathetic. No, OMG we are so sorry! Instead there was okay we will change it... fine....Second room, smells like ciggarettes but okay. Another smaller hole in the wall, but everything else seems okay. We go out, come back around 1 get ready for bed and lie down. Fiance and I cannot sleep with out noise so we turned on the AC - only heat came out, so we tried to sleep without it. Think again! This is where our nightmare began - you will hear every noise in atlantic city. From a bum sneezing, to some frat kids screaming, to some bachelorettes flirting with the frat guys I think I heard it all. I ended up going in the hall way and screaming some profane things at them.Cut to 5 am..this is still occuring. In fact, one of the frat guys smashed into our door with his entire body and screamed oh S*it I finally gave in and went to the front desk and asked them if they could do something - they sent two security guards (who to their credit were very nice) but could not do much to help. NEedless to say, we checked out immediately. The manager could not do much but gave us a credit. I Will be disputing the charge on my credit card. My favorite part - as we were walking out, blood was smeared all over the wall! Guessing it was one of the idiots that decided 5 am was a good time for a hallway wrestling match.IF you are thinking about staying here - think again! It is dirty, disgusting, run down and nothing like the pictures on the website. I actually think the fact that they even have those pictures on the website has to be illegal/unethical.",Bad
There are only 2 good things to say about this hotel. It has a great location and is better than sleeping on the street. That's it.,Bad
"I was double charged !!! And the staff acknowledged this, but have done nothing to debit me back for the night I did not stay here. I wouldve given this property a perfect score, the family and i loved our room and the location. However, I am hesitant to stay here ever again for fear the hotel will just decide to make whatever fraudulent charges to my account without my permission and for nights i did Not stay there. To top that off. This shouldve been something they credited me back asap, i shouldnt still be waiting for the money in my account days and days later, i dont appreciate how slow its taking the hotel to decide to refund me and get back to me, this made me negative in my account and accumulated bank fees. And not once has the hotel offered to compensate for the charges their mistake has made on my account and will continue to make until they put the money back into my account.",Bad
For a place just to sleep it may be ok. But there was mold in the bathroom. It is very close to the highway but very ran down part of town. There are signs that encourage customers to lock and chain their doors but there were no chains in the two rooms we were in. Breakfast is cereal and muffins.... More,Bad
"We had booked this hotel for two nights after our cruise in January . Two months before we were to arrive our plane home was moved to an exceptionally early time. We decided we had to stay at an airport hotel in order to make our plane, since we had to be at the airport by 4:30AM. I called to cancel the one night. Imagine my surprise when Hyatt raised the room rate for the remaining night 165. I questioned the reasoning and was told that even though we had until 24 hours before to cancel they treated the remaining night as a new reservation. We found a different hotel a block away and cancelled this entire reservation. Beware!",Bad
"The housekeepers couldn't speak English and the bathrooms were dirty. The TV didn't work and the floors weren't even vacuumed all the way. I paid over 100 a night for a dirty room. I can guarantee I won't be staying here again when I visit in the future. Thank you for taking the time to share your experience about your recent stay at our hotel. As a Hilton Honors member, you are among our most valued guests. We sincerely appreciate your feedback and we are very sorry we did not exceed your expectations. Your comments will help us as we continually work to improve our guest experience. Please contact me direct at the email or phone number below if there is anything else we can do for you at this time. We hope you will consider staying with us again in the future. At Hilton Garden Inn, we promise to do whatever it takes to ensure you are satisfied. You Can Count On Us. Guaranteed.Sincerely,Gladys MarroquinFront Office Manager Hilton Garden Inngladys.marroquinhilton.com 305-629-7701 Ext 6002",Bad
Rooms are very dated but they are beachfront with easy access to the beach. The Crab Trap Restaurant is very close and many other choices close by. Located on Scenic Hwy 98 this motel is in a great location.,Bad
"Not kid friendly !We went as a family for my 33rd Birthday for a zoo trip and the noise on the last night was so loud I kept waking up from sleep and hard a hard time getting up for plans the next day and tired all day I would never stay here again!We are very sorry your recent stay with us did not exceed your expectations. We will use your feedback to provide better service in the future, and hope you will give us another chance to make it right. -Best Western Hotels Resorts",Bad
"Stayed at the JW Marriott several times now as it is in a very convenient location and close to Houston's, however I think it is a dump the more I stay. This last time, the price increases from one amount to about a 100.00 more in 2 hours when I went back to book. Then I get a room with a shower/tub combo that I specifically said, I don't want. My morning shower was a nightmare to say the least. The water only trickled out of the faucet as the handle was off in my hand. Seriously I could not even shampoo my hair. I was livid. Pictures attached as when I say trickled I mean that may be an exaggeration as it was only basically dripping. The rooms are really a dump. Last time the air did not work and the filter looked to be about 10 years old. This room had air that worked so well it sounded like someone was in the duct work banging to get out, seriously I turned the air off to get some sleep. The decor is very modern and updated and truly looks nice. I just expect the room to be comfortable in a JW not falling apart. Very unhappy with this hotel. Moved over to the AC from now on.Thank you for your recent visit. I am sorry you were disappointed in your stay and the with housekeeping issues you described. Rest assured that I have followed up with our staff for immediate correction. I am not sure what may have happened with the rate increase you mentioned. If we were close to sold out there may not have been a general room available any longer and only our Executive floor rooms. I would appreciate the opportunity to speak with you more specifically and hope you will feel free to call me directly. We would love the opportunity to regain your trust and confidence. Thank you for letting us know.",Bad
"I had stayed in this location twice before when on charity work with no real problem, Seems a new owner now Booked a months or so ahead for Fri Sat nite stay. On checking in noticed the promo for 25. gift card and inquired. Owner working desk was very rude. While he was ringing the card I asked what rate... More",Bad
Had everything you needed. Just vintage decor downtown area. Needs updating. Clean. Friendly service. Beds were hard. Room smelled like Ben gay. Ok on price. We were passing through. Pool outside clean. Right next to main road.,Bad
"bad experience front desk clerk messed up my credit card, housekeeping ignored us and forced us to the side in the elevator while the equipment took up all of the space when they could have waited, we had a large roach in our room. bad experience!!!!Dear Guest,We apologize that you did not have a great stay with us. It is our goal to ensure that our guests have a great stay with us. We pride ourselves on getting it right for all of our guests and apologize that we did not during your stay with us. Thank you for letting us know and for sharing your comments. We will be sure to utilize your comments in our team meetings to further training in needed areas. We know that you have many choices to stay and we appreciate that you chose to stay with us. We hope to see you again soon.Sincerely, Patricia Kilgore",Bad
"Staff were not sympathetic after our train trip had turned to custard and we hadn't showered for 60 hours, we arrived about 11am to be told us no way can you get into your room early, 3pm is check in time okay fine we went away and came back a 3pmOur last evening at SpringHill we (all the 15 NZer's) decided to have dinner at Hotel, but were told can't do it, should have booked, the Manager got us into dinner a short walk away.Then we got back to New Zealand 2 weeks later the account was charged to our credit card when it was already paid for by our travel agent (who just happened to be travelling with us) Had the staff listened to instuctions this would not have happened. Come on Marriott pay your staff good money and we will all be happyDear kbeg2015,Thank you for your comments. Please accept my apologies for the dissatisfaction you experienced. Please contact me personally regarding your stay at 206 403 2271. I am sure I can help.Regards,",Bad
"A transient welfare hotel without amenities of any kind, but once a week, non-scrub housekeeping. No elevators despite 5 floors, no handicapped access, despite ADA laws. A non-responsive corporate office for this multi state, chain of single rooms rented by the week is less than 5 miles away, at Paces Ferry Rd., so there's no excuse. They don't return calls or emails.Most employees here are pleasant, but as we all know, one incompetent individual can bring down a hard earned reputation. Reservations were not recorded by the woman, and repair orders went weeks unacknowledged, including toilet overflowing issues, electrical hazards of broken sockets and short circuiting of outlets and kitchen burners. Thankfully, we rarely cooked. Good restaurants chains in the area are a plus. No air conditioning in the room or repair effort in six months. Must be owned by a billionaire I'd suppose, since rooms lay vacant and Ms. Murphy has no problem sassing the guests or playing the slumlord.Holes in the walls, the room was infested with bed and other bugs, mice. A dirtier room I had never seen before. A few hired hands, paint, steamer, laundry bug spray clean up a place well, if you need a good location, at a cheap price, which is what we did. Your own stuff, can make it comfortable for an extended stay. Security personnel, Miss Melanie and manager are excellent, polite, reputable and we never had any valuables go missing during a year using this Piedmont Circle facility.",Bad
"1-now it is two months that they are constructing while they are renting their rooms to customers. you are tired and you are sleep while the workers are working with big saws and non-stop hammer sound just near your room. they must close the hotel while they are under construction. but the greedy owner installed a plastic in front of workers area and rent other rooms to poor customer with nonrefundable policy!!! you are sleeping in a construction site. the sound of construction make others crazy and have to leave hotel in rain or while you are sleepy and must walk in street until worker stop working. the greedy owner who is afraid of revenge of some angry customer and destroying of some facility of hotel because of this tricks of owner,impel all of customer to give her a deposit or credit card charge for probably damages to room!!! she charge you when you reserved your room with a nonrefundable policy because she is sure you will demand for refund because her hotel isn't live-able.she only think to money of customer and after charge of your card no service and non-refund and a lot of problem. 2-internet connection is always disconnected. 3-every floor only two bathrooms,you must wait for a vacant bathroom. 4-even you must negotiate a lot for a simple tissue. 5-no elevator,3 floor. 6-no telephone in rooms,with no elevator you must to come down by stairs for every simple inquiry. 7-wooden and thin walls,a lot of sound of sex and argue of others is in your head. the owner is oppressing others by renting this rooms.8-no air condition9-scream of complaint of others make you angry.10-so dirty rooms.11-reception has no authority to solve problem of customer,for every thing they must call owner and describe whole of story while you are waiting.in most case you only hear that(this is policy of owner).12-outside of hotels there are a lot of vagrant gays,we always start to run and went inside of hotel rapidly,very bad location.wow I became crazy in San Francisco because of this hotel.I cant believe in USA something like this.oh no.",Bad
"We had a bad odor and the bath room needed fixing. We talked to the front desk and nothing was resolved. They where over booked, and could only promise some one that never showed. It was so late they couldnt find us a room locally. So bring your own spray and Plummer. Bring your own breakfast too.. the food was stale and cold unless you special order your breakfast for 13.00 a plateHello dougchilton:We are very sorry for the condition of your room when you arrived. We work diligently to make sure all of our rooms are perfectly clean and working properly upon check-in, and we obviously fell short in your case. Your feedback will be shared with the housekeeping and maintenance team so appropriate measures can be taken to keep such mistakes from happening again. Although we did not meet your expectations this time, we hope you will consider our hotel on your next visit to Orlando so we can better deliver the experience you should always expect from us. Sincerely, Michael GoldwasserGeneral ManagerHilton Garden Inn Orlando Airport",Bad
"Rooms where not ready upon arrival waiting two hours for them and we had a nb baby. Price is expensive for a mediocre place. Had breakfast there food was not hot more warm but we did have a nice staff at breakfast.I am very sorry your room was not ready when you arrived, especially with a new born baby. I know that was probably challenging for you and your family. We make every effort to have rooms cleaned as soon as possible for our arriving guests. Thank you for your feedback and I hope you will give us another opportunity in the future.",Bad
"I've been doing our company's reservations for over 5 years have never encountered anybody as rude as Madeline. Talks over us as, we're being billed for stuff that was not ok to be billed on the company credit card.",Bad
